Test Index,Train Index,Score,Computing Time (s),Space Usage (MB),Same Class
0,0,0.0,0.00031189699802780524,0.06371402740478516,False
1,26,0.0,6.81669989717193e-05,0.06368350982666016,False
2,0,0.0,6.572699930984527e-05,0.06368350982666016,True
3,0,0.0,8.495399742969312e-05,0.06368350982666016,True
4,0,0.0,7.215799996629357e-05,0.06368350982666016,True
5,46,0.0,6.674099859083071e-05,0.06368350982666016,True
6,0,0.0,6.727100117132068e-05,0.06368350982666016,True
7,0,0.0,7.067100159474649e-05,0.06368350982666016,False
8,0,0.0,6.580999979632907e-05,0.06368350982666016,False
9,46,0.0,6.799300172133371e-05,0.06368350982666016,True
10,0,0.0,7.253399962792173e-05,0.06368350982666016,True
11,46,0.0,7.401500261039473e-05,0.06368350982666016,True
12,0,0.0,6.636599937337451e-05,0.06368350982666016,True
13,46,0.0,6.586600284208544e-05,0.06368350982666016,False
14,0,0.0,6.767000013496727e-05,0.06368350982666016,False
15,0,0.0,6.93099973432254e-05,0.06368350982666016,True
16,0,0.0,7.248799738590606e-05,0.06368350982666016,False
17,0,0.0,6.653899981756695e-05,0.06368350982666016,True
18,0,0.0,8.591099685872905e-05,0.06374454498291016,False
19,0,0.0,7.367700163740665e-05,0.06374454498291016,True
20,0,0.0,6.974699863349088e-05,0.06374454498291016,True
21,46,0.0,6.611700155190192e-05,0.06368350982666016,False
22,46,0.0,0.0001284850004594773,0.06368350982666016,False
23,0,0.0,7.01829994795844e-05,0.0637674331665039,True
24,0,0.0,7.000400000833906e-05,0.0637674331665039,True
25,0,0.0,7.7556000178447e-05,0.0637674331665039,True
26,46,0.0,6.69900000502821e-05,0.06368350982666016,True
27,0,0.0,6.982000195421278e-05,0.0637674331665039,True
28,46,0.0,6.991500049480237e-05,0.06368350982666016,False
29,46,0.0,8.261599941761233e-05,0.06368350982666016,False
30,0,0.0,7.054299931041896e-05,0.0637674331665039,True
31,54,0.0,6.561899863299914e-05,0.06368350982666016,True
32,0,0.0,6.944199776626192e-05,0.0637674331665039,False
33,0,0.0,6.983300045249052e-05,0.0637674331665039,True
34,0,0.0,7.099700087564997e-05,0.0637674331665039,False
35,0,0.0,6.926800051587634e-05,0.0637674331665039,False
36,0,0.0,6.945700079086237e-05,0.0637674331665039,True
37,0,0.0,6.874400060041808e-05,0.0637674331665039,False
38,0,0.0,6.983700222917832e-05,0.0637674331665039,True
39,46,0.0,6.470600055763498e-05,0.06368350982666016,True
40,0,0.0,6.858399865450338e-05,0.0637674331665039,True
41,7,0.0,0.00024189999749069102,0.06368350982666016,False
42,0,0.0,6.947000292711891e-05,0.0637674331665039,True
43,0,0.0,6.920400119270198e-05,0.0637674331665039,True
44,0,0.0,7.791199823259376e-05,0.0637674331665039,True
45,46,0.0,6.548999954247847e-05,0.06368350982666016,True
46,0,0.0,7.057800030452199e-05,0.0637674331665039,True
47,0,0.0,6.867599950055592e-05,0.0637674331665039,True
48,0,0.0,6.934600241947919e-05,0.0637674331665039,True
49,0,0.0,7.195000216597691e-05,0.0637674331665039,True
50,0,0.0,6.917299833730794e-05,0.0637674331665039,True
51,0,0.0,6.845900134067051e-05,0.0637674331665039,True
52,46,0.0,6.589599797734991e-05,0.06368350982666016,True
53,0,0.0,6.953100091777742e-05,0.0637674331665039,True
54,0,0.0,7.111600280040875e-05,0.0637674331665039,True
55,0,0.0,6.909000148880295e-05,0.0637674331665039,True
56,0,0.0,6.840899732196704e-05,0.0637674331665039,True
57,0,0.0,6.976199802011251e-05,0.0637674331665039,True
58,0,0.0,6.95550006639678e-05,0.0637674331665039,True
59,46,0.0,0.00011276599980192259,0.06368350982666016,False
60,46,0.0,6.740600292687304e-05,0.06368350982666016,True
61,0,0.0,6.914199911989272e-05,0.0637674331665039,False
62,46,0.0,6.433099770219997e-05,0.06368350982666016,False
63,0,0.0,7.720299981883727e-05,0.0637674331665039,True
64,0,0.0,7.106599878170528e-05,0.0637674331665039,False
65,0,0.0,7.825200009392574e-05,0.0637674331665039,True
66,3,0.0,6.688199937343597e-05,0.06368350982666016,False
67,0,0.0,6.90079978085123e-05,0.0637674331665039,True
68,0,0.0,6.953199772397056e-05,0.0637674331665039,True
69,0,0.0,7.061600263114087e-05,0.0637674331665039,False
70,46,0.0,6.706999920425005e-05,0.06368350982666016,False
71,0,0.0,6.906999988132156e-05,0.0637674331665039,True
72,0,0.0,6.760099859093316e-05,0.0637674331665039,True
73,0,0.0,7.03430014254991e-05,0.0637674331665039,False
74,0,0.0,6.96460010658484e-05,0.0637674331665039,True
75,3,0.0,6.551199840032496e-05,0.06368350982666016,False
76,49,0.0,6.485000267275609e-05,0.06368350982666016,False
77,46,0.0,7.824999920558184e-05,0.06368350982666016,False
