Test Index,Train Index,Score,Computing Time (s),Space Usage (MB),Same Class
0,168,42.171735748135774,0.0004523610004980583,0.24215412139892578,False
1,168,97.93883201381998,0.00042516400208114646,0.24210071563720703,False
2,233,70.44174049445877,0.00045979899732628837,0.24211597442626953,True
4,168,43.497275511468814,0.00042763999954331666,0.24210834503173828,False
6,168,96.08773078577087,0.00044246499965083785,0.24210071563720703,False
8,168,112.45787836726103,0.00043826299952343106,0.24211597442626953,False
9,168,74.34783920594694,0.00043659299990395084,0.24213123321533203,False
11,168,55.871026717500044,0.00043394499880378135,0.24211597442626953,True
12,168,122.83598655586141,0.0004298590029065963,0.24211597442626953,False
13,168,102.90470536118522,0.00044317799984128214,0.24210071563720703,False
19,168,92.20977592659546,0.0004284940005163662,0.24211597442626953,True
20,168,99.57906012640049,0.00043949699829681776,0.24212360382080078,True
23,168,129.3421163331685,0.000537168001756072,0.24212360382080078,False
26,168,43.05840722383406,0.00042900299740722403,0.24212360382080078,True
27,168,80.57048574156565,0.00043380500210332684,0.24208545684814453,True
29,168,93.07676576742729,0.0004494099994190037,0.24216938018798828,True
30,168,87.03641270439765,0.00044089899893151596,0.24210071563720703,False
32,168,124.18399788533512,0.0004330550000304356,0.24210834503173828,False
33,168,43.423555358189695,0.00044104900007368997,0.24212360382080078,False
34,168,119.73044063958544,0.000427207000029739,0.24210834503173828,False
35,168,104.34496751081588,0.00042646000292734243,0.24210071563720703,False
41,168,113.50387937928483,0.0004268379998393357,0.24210071563720703,False
42,168,44.3182016359411,0.00042298999687773176,0.24210071563720703,False
48,168,43.076942751196746,0.0004261840003891848,0.24211597442626953,False
51,168,40.515429135156594,0.000445131998276338,0.24213123321533203,False
52,168,44.90799760558483,0.0004377860022941604,0.24213886260986328,False
54,168,125.61499823054373,0.00044579799941857345,0.24212360382080078,True
56,168,119.39861835940036,0.00044858399996883236,0.24211597442626953,False
57,168,96.03684400502324,0.0004425309998623561,0.24212360382080078,True
59,168,92.60239555741339,0.00043110899787279777,0.24210834503173828,False
60,168,43.158821612178805,0.00048180199883063324,0.24213886260986328,True
61,168,37.75589193386005,0.00045232000047690235,0.24214649200439453,False
64,168,94.83588812779469,0.0004377229997771792,0.24209308624267578,False
66,168,74.73518722048324,0.0004381180006021168,0.24210834503173828,False
68,168,46.92328764211769,0.0004515879991231486,0.24215412139892578,False
71,168,36.53907574044681,0.0004335590019763913,0.24214649200439453,False
73,168,96.13334928180934,0.00043381100113037974,0.24213123321533203,True
75,140,0.031649146915417314,0.00044463900121627375,0.24215412139892578,False
79,168,120.29184682181948,0.0004261659996700473,0.24211597442626953,True
82,168,45.10210422033741,0.00043335100053809583,0.24216175079345703,True
83,168,39.90187745863659,0.00043069299863418564,0.24210071563720703,False
87,168,96.09201724517159,0.0004404920000524726,0.24211597442626953,False
88,168,37.49436641274176,0.00044040799912181683,0.24213886260986328,False
90,168,100.36940656197778,0.0004300110012991354,0.24210834503173828,False
93,168,94.72659215945274,0.0004252049984643236,0.24211597442626953,False
95,168,95.40179090947093,0.00042680299884523265,0.24210071563720703,True
96,168,64.7443127805209,0.00044297100248513743,0.24210834503173828,True
98,168,44.02570141025022,0.00045495800077333115,0.24210834503173828,False
100,168,118.88878872845342,0.00043382999865571037,0.24211597442626953,False
102,168,105.65541046072612,0.0005174059988348745,0.24210071563720703,False
108,168,43.974973523850565,0.00043506900328793563,0.24214649200439453,False
110,168,98.92182113160023,0.000440400999650592,0.24210834503173828,False
111,168,38.66214630443508,0.0004402610029501375,0.24215412139892578,False
112,168,40.94520449688805,0.0004475329988054,0.24212360382080078,False
113,168,54.16675839359965,0.000502630999108078,0.24214649200439453,False
117,168,93.1708403507261,0.00044647499817074277,0.24212360382080078,False
118,168,66.48593893424956,0.0004479000017454382,0.24214649200439453,True
119,168,92.47834412248777,0.0004675620002672076,0.24211597442626953,False
120,168,112.12867037650314,0.00043340200136299245,0.24209308624267578,False
121,168,45.48087724249023,0.00042873400161624886,0.24213886260986328,False
122,168,98.61751557998932,0.0004433840003912337,0.24212360382080078,False
124,168,112.58734082009855,0.0004369449998193886,0.24212360382080078,False
125,168,94.4535932298385,0.00044027499825460836,0.24212360382080078,False
126,168,96.19288424218824,0.00042898099854937755,0.24212360382080078,False
127,168,94.57747053648069,0.0004290770011721179,0.24211597442626953,False
131,168,109.1090646262202,0.00046576300155720674,0.24212360382080078,False
132,168,88.33705447329453,0.00043820599967148155,0.24210071563720703,True
133,168,68.7091190114891,0.0004570840028463863,0.24208545684814453,True
134,168,110.35846678806807,0.00042916099846479483,0.24211597442626953,False
135,168,54.043127180791444,0.00043892900066566654,0.24213886260986328,False
136,168,92.56730920343624,0.0004326330017647706,0.24210071563720703,False
139,168,43.861328418195576,0.0004378300000098534,0.24213886260986328,False
143,168,70.37426825235971,0.00043365300007280894,0.24210834503173828,False
144,168,56.21029516153745,0.0004395360010676086,0.24210071563720703,True
145,168,119.44787563580238,0.00048051599878817797,0.24210834503173828,False
149,168,92.90324431294837,0.0004601130021910649,0.24210071563720703,False
151,168,38.65165000773143,0.0004724179998447653,0.24214649200439453,False
152,168,79.81275867581647,0.0004387909975775983,0.24213886260986328,True
155,168,108.38243341013067,0.00043149700286448933,0.24210834503173828,False
156,168,88.45552990967248,0.0004354550001153257,0.24210834503173828,False
158,168,47.64804255494778,0.00043986099990434013,0.24211597442626953,False
159,168,40.54615230833249,0.00043814299715450034,0.24215412139892578,False
160,168,44.621097901651595,0.00043169399941689335,0.24209308624267578,False
166,168,40.572453893510506,0.00042323700108681805,0.24210834503173828,False
167,168,107.73740987760526,0.0004274020029697567,0.24210834503173828,False
168,320,90.37231721642094,0.00045481399865821004,0.24214649200439453,False
169,168,95.62948939896789,0.00047693300075479783,0.24210071563720703,False
170,168,112.85731957928351,0.00043110899787279777,0.24211597442626953,False
172,168,37.36916501707988,0.0004390500034787692,0.24213886260986328,False
174,168,93.68058850435354,0.0005442840010800865,0.24211597442626953,False
175,168,77.33736946749966,0.0004235699998389464,0.24210071563720703,False
176,168,37.597475799711624,0.0004262869988451712,0.24213886260986328,False
177,168,86.16408261433885,0.0004419630022312049,0.24210834503173828,True
178,168,38.660565862945155,0.00044305200208327733,0.24213886260986328,False
179,168,115.49704366840102,0.00046294500134536065,0.24210071563720703,False
180,168,38.03841782028204,0.0004366079992905725,0.24213886260986328,False
187,168,99.06242533360549,0.0004307039998820983,0.24210071563720703,False
190,168,110.45906686261027,0.0004508359997998923,0.24210834503173828,False
192,168,95.96956721438475,0.0004350989984232001,0.24210834503173828,True
196,168,64.42285200103373,0.000461252002423862,0.24211597442626953,True
197,168,60.91253294337049,0.00042872000267379917,0.24214649200439453,False
198,168,110.67407434556004,0.0004392240007291548,0.24211597442626953,False
203,168,119.77767172806384,0.0004544809999060817,0.24211597442626953,False
206,168,98.87984867515905,0.0004471770007512532,0.24211597442626953,True
207,168,88.74141365768631,0.00046198500058380887,0.24208545684814453,False
208,168,96.53209956297762,0.0004455170019355137,0.24210071563720703,True
209,29,18.393180190102,0.0004526289994828403,0.24215412139892578,False
210,168,117.86343286453803,0.00045178300206316635,0.24210834503173828,False
211,168,106.64733233036951,0.00044327100113150664,0.24210071563720703,False
212,168,42.80977058067255,0.00045113900341675617,0.24212360382080078,False
