Test Index,Train Index,Score,Computing Time (s),Space Usage (MB),Same Class
0,13,2.825971790120031,0.00016082699949038215,0.1628885269165039,True
1,8,3.0127270998434192,0.000166742000146769,0.1629648208618164,True
2,3,7.387284150820968,0.00016591799976595212,0.1629495620727539,True
3,4,7.112672671864005,0.00016957200023171026,0.1628885269165039,False
4,11,2.4564156657857863,0.0001601149997441098,0.1628122329711914,True
5,12,1.8166670500107418,0.00015814099970157258,0.16274356842041016,True
6,11,4.496788322885159,0.00016225199942709878,0.1628122329711914,False
7,10,6.051113514444269,0.0001632979983696714,0.1627206802368164,True
8,11,0.19812119424584895,0.0001580420012032846,0.1627817153930664,True
9,11,1.7344529555926649,0.00015916300071694423,0.16275882720947266,True
10,15,2.2012233259613256,0.00016406699978688266,0.16275882720947266,True
11,6,6.215347254635913,0.00016497399883519392,0.16292667388916016,True
12,5,4.578689045398206,0.00016459499966003932,0.1628122329711914,True
13,1,2.1133346209358246,0.00017111599845520686,0.1629343032836914,False
14,18,5.9120806417390845,0.0001722449997032527,0.16294193267822266,False
15,4,2.590367553086978,0.00016132000018842518,0.16280460357666016,True
16,5,1.2912056531490903,0.00016790399968158454,0.1628885269165039,True
17,11,2.2823784737725554,0.00016068700097093824,0.1627969741821289,True
18,12,0.7855507442391815,0.00017048799963959027,0.16289615631103516,True
19,8,5.952461487768067,0.00016545899961784016,0.16285037994384766,False
20,5,2.067907100761372,0.0001705269987724023,0.16291141510009766,True
21,20,2.514238566062704,0.00020445399968593847,0.16291141510009766,True
22,5,2.079870456660628,0.00017938600103661884,0.1629190444946289,True
23,11,9.438397497725187,0.00017953199858311564,0.16291141510009766,True
24,6,17.040937236122904,0.00017047799883584958,0.1628580093383789,False
25,17,0.7118916297027241,0.00016907899953366723,0.16289615631103516,True
26,4,3.601635001146608,0.00017157100046460982,0.16288089752197266,False
27,9,1.1589878720666196,0.00017179399947053753,0.1627817153930664,True
28,8,0.8390766859942973,0.00018795100004354026,0.1628427505493164,True
29,6,8.204408398159522,0.0001712810008029919,0.16288089752197266,True
30,5,2.711557941357462,0.0001760339982865844,0.1626749038696289,True
31,10,5.781874586527532,0.00016663199858157896,0.1628274917602539,False
32,14,3.9657503695795997,0.00016994500037981197,0.1628885269165039,True
33,20,1.837499450638314,0.00016354199942725245,0.1627817153930664,True
34,7,4.903166084596519,0.00021113399998284876,0.1628274917602539,False
35,17,0.5080096115323718,0.00017466399913246278,0.16278934478759766,True
36,18,7.087071857325588,0.00016370599951187614,0.1628122329711914,False
37,20,3.050975040368143,0.00016442699961771723,0.1628580093383789,False
38,5,0.7135072286421901,0.0001950149999174755,0.1627664566040039,True
39,21,3.087679880399756,0.00019830699966405518,0.16292667388916016,True
40,14,3.1681546536978007,0.00018033500055025797,0.1629190444946289,True
41,20,6.724936588034234,0.0001662419999775011,0.16294193267822266,True
42,13,7.332991437550474,0.0001763420004863292,0.1629037857055664,True
43,4,1.8541616101972118,0.0001664280007389607,0.16294193267822266,False
44,5,3.012189686288636,0.0001903909997054143,0.16291141510009766,True
45,14,1.6412866417019052,0.00017144600133178756,0.16289615631103516,True
46,10,0.1711338950100123,0.00015845900088606868,0.16274356842041016,True
47,7,1.88741591798686,0.00016578299982938915,0.1627511978149414,True
48,11,1.3112987364794522,0.0001635469998291228,0.16275882720947266,True
49,9,3.457553134673112,0.00016075799976533744,0.1627664566040039,True
50,1,2.8278249960121875,0.00016208299894060474,0.16281986236572266,False
51,14,1.6543327002773873,0.00015924600120342802,0.1627969741821289,True
52,13,3.9882752368260364,0.00016870299987203907,0.1628732681274414,True
53,17,1.3275054048223711,0.00017165900135296397,0.1629343032836914,True
54,15,2.724131340463894,0.00023135700030252337,0.1629037857055664,False
55,14,5.038909021617306,0.0001732159998937277,0.16298770904541016,True
56,16,3.313592133942967,0.00018310700033907779,0.1629190444946289,False
57,14,0.7269833478822524,0.0001717489994916832,0.1628122329711914,True
58,4,0.7455983387393023,0.00016808899999887217,0.16288089752197266,True
59,20,2.5324201723020328,0.00016625499847577885,0.1628885269165039,True
60,11,6.347696721663792,0.0001695240007393295,0.16285037994384766,False
61,8,1.67109211778998,0.00016558700008317828,0.16289615631103516,True
62,22,1.9928556919080211,0.00016760800099291373,0.1628732681274414,True
63,17,0.9340765944601794,0.000173376000020653,0.16278934478759766,True
64,0,5.467208528294933,0.0001771949991962174,0.1629800796508789,True
65,19,0.8813429972296412,0.00017905799904838204,0.16288089752197266,True
66,10,0.4747774529639562,0.00016064200099208392,0.16283512115478516,True
67,22,4.05439835295796,0.00018605799959914293,0.16281986236572266,True
68,2,3.0413809155960094,0.00017374200069752987,0.1629037857055664,True
69,5,0.5183370656482144,0.00017404600112058688,0.16283512115478516,True
70,20,0.6113226808728044,0.000174157999936142,0.16285037994384766,True
71,16,0.39775006022576065,0.00016059600056905765,0.1627664566040039,True
72,20,2.5416081179665033,0.0001650809990678681,0.16283512115478516,True
73,14,2.2548934450356546,0.000182775000212132,0.1628580093383789,True
