Test Index,Train Index,Score,Computing Time (s),Space Usage (MB),Same Class
30,3024,3.933201887383216,0.0069324220003181836,0.5720958709716797,True
115,6907,4.90351036426464,0.008053893001488177,0.5723724365234375,False
124,8842,3.598615451843261,0.020268608999685966,0.5747442245483398,True
214,7586,11.39605955225244,0.0060387550001905765,0.5718955993652344,False
325,5928,8.185086761856498,0.013809407000735519,0.5729770660400391,False
349,5928,10.274096351091753,0.014330938000057358,0.5715036392211914,True
447,957,1.7412959551435765,0.016338569001163705,0.5718002319335938,False
523,2811,3.2056287965395676,0.019624063999799546,0.5739641189575195,True
593,4121,3.2118095124302872,0.005952471999989939,0.5717782974243164,False
663,370,6.027428627528819,0.013409179000518634,0.5720634460449219,False
800,5264,6.280984046341423,0.015293766000468167,0.5721530914306641,False
829,5197,5.740361565607107,0.007790091000060784,0.5730047225952148,False
901,5017,6.496857361687818,0.007100564998836489,0.5722579956054688,False
911,5264,7.027689459266583,0.012107705000744318,0.5720863342285156,False
950,5264,6.651517317783035,0.02437804600049276,0.5720958709716797,False
1089,7586,5.849388017693073,0.022502746998725343,0.5722522735595703,True
1098,2156,6.619768269761087,0.004768664999573957,0.5726947784423828,True
1139,7586,5.612254963247999,0.02078369099945121,0.5724153518676758,True
1162,7586,6.409666328687637,0.008607863001088845,0.5739355087280273,True
1326,2811,5.33343751928799,0.007378539999990608,0.572056770324707,False
1481,4303,5.779770767042749,0.013402474998656544,0.5722627639770508,False
1489,2262,7.260414549510256,0.01637264800046978,0.5728378295898438,True
1499,2262,6.6034637353812435,0.02356597200014221,0.5728921890258789,True
1533,2262,6.3469570764374,0.02699969700006477,0.5729618072509766,True
1553,4303,5.918523308786791,0.025856778000161285,0.5720548629760742,False
1613,2469,7.3426195630465765,0.024943293999967864,0.5747928619384766,True
1645,2469,5.67204165897406,0.023678434001340065,0.5727043151855469,True
1655,1541,5.761983951208557,0.013808932000756613,0.5721044540405273,False
1799,2262,6.8881863931263645,0.009512714999800664,0.5738449096679688,True
1844,6064,4.079969168701616,0.008495259999108384,0.5721454620361328,True
1867,6637,6.5309818233987755,0.008329182001034496,0.5721988677978516,True
1869,2469,4.645891235897591,0.022386991000530543,0.5727910995483398,False
1897,957,2.8371939288138086,0.012092598000890575,0.5719890594482422,False
1915,6637,4.114031417768651,0.01797674800036475,0.5723743438720703,True
2009,3165,3.8858742599425318,0.011254157001530984,0.5718717575073242,False
2010,2811,2.2667218599999996,0.01842900399969949,0.5738525390625,True
2089,7897,4.478595529421083,0.027208882000195445,0.5725269317626953,True
2096,926,2.672215252074886,0.027082714999778545,0.5722599029541016,False
2102,6637,3.3667775075837842,0.005832999000631389,0.5728559494018555,True
2120,926,3.278548939575602,0.019218006000301102,0.5728931427001953,False
2204,8241,1.7356773326510275,0.011304478999591083,0.572300910949707,False
2270,276,5.7736797351028715,0.008279495999886421,0.5719823837280273,True
2291,4728,5.402367353587528,0.005103653000332997,0.5717306137084961,False
2299,276,5.067443539238541,0.016361992000383907,0.572026252746582,True
2324,4728,5.610740927254762,0.010784649000925128,0.5717678070068359,False
2327,204,6.150975452348928,0.030088210000030813,0.5718326568603516,True
2339,4728,6.0212766525495995,0.021568075000686804,0.5716266632080078,False
2349,4728,6.648687592150696,0.01800967499912076,0.5730609893798828,False
2381,4728,7.421316215165398,0.009596644000339438,0.5717124938964844,False
2428,4728,4.262460351769981,0.038161706001119455,0.5716161727905273,False
2492,4728,5.283890476486081,0.011914189999515656,0.5716009140014648,False
2513,276,5.944064010489009,0.027197511999474955,0.5719852447509766,True
2629,887,2.6564138103809296,0.02257192399883934,0.5718975067138672,True
2639,2512,2.3038045464278767,0.004261497999323183,0.5735235214233398,True
2659,957,3.1052618591885626,0.016561078999075107,0.5718288421630859,False
2670,3024,3.173798075992593,0.03288362599960237,0.5718364715576172,True
2831,8173,0.0,0.03170449000026565,0.5770206451416016,True
2835,7897,4.890503910643943,0.021793219999381108,0.5727481842041016,True
2914,5017,6.126790568825851,0.025227660000382457,0.5726737976074219,False
2921,6954,4.607267275818204,0.010916987001110101,0.5722064971923828,False
3034,5402,4.112545525400567,0.030272668998804875,0.5719900131225586,True
3126,957,3.1185628962987786,0.017448882999815396,0.5736494064331055,True
3159,7586,11.876003755996116,0.016395704000387923,0.5718898773193359,False
3170,7586,10.756423569179129,0.004586371000186773,0.5720376968383789,False
3185,1641,12.743720525454314,0.008922811999582336,0.5716142654418945,False
3189,887,3.886752722643776,0.019759388000238687,0.5715169906616211,False
3198,7982,5.777542934157388,0.027325844999722904,0.5717296600341797,False
3224,3024,4.033180791636952,0.01162384900089819,0.5738611221313477,False
3354,7897,4.2091128696271465,0.03389239600073779,0.5740222930908203,True
3431,4442,6.376904036418308,0.023676076998526696,0.5722579956054688,False
3442,7897,3.5676320697724715,0.005266107000352349,0.5726404190063477,True
3455,4671,2.2270441911517285,0.01364746000035666,0.571868896484375,True
3512,6064,2.158557846495166,0.03325883100114879,0.5720415115356445,True
3566,337,3.394339720387876,0.021571245000814088,0.5719823837280273,False
3600,7897,3.5000989945189853,0.03666306199920655,0.5726308822631836,True
3622,6096,3.1566079148737742,0.02079409799989662,0.5722694396972656,True
3782,370,3.9563851038912285,0.019157243999870843,0.5719366073608398,True
3828,2811,5.128656160242873,0.012049107999700936,0.5721569061279297,False
