Test Index,Train Index,Score,Computing Time (s),Space Usage (MB),Same Class
0,9,1.4277527818202524,5.521172938999371,17.76001739501953,True
1,9,1.6044797951419003,5.465482047002297,17.75868034362793,True
2,1,10.613908568386655,5.3984723550020135,17.76698112487793,True
3,9,4.614591712271234,5.479677117000392,17.765689849853516,True
4,3,5.331632672192517,5.446805069997936,17.7661714553833,True
5,5,8.036722946895948,5.494805923000968,17.76571273803711,True
6,6,8.199525627841918,5.684439796001243,17.810185432434082,True
7,5,9.89346250139388,5.467315711997799,17.768071174621582,True
8,9,4.883563698176877,5.520264185997803,17.763928413391113,True
9,7,6.947279232083518,5.435812009000074,17.767498016357422,True
10,9,7.464437355723456,5.4673026649979874,17.76365566253662,False
11,10,9.963588635570156,5.422057364001375,17.75519847869873,True
12,10,9.678557628428432,5.534372101999907,17.767318725585938,True
13,9,9.394658260387294,5.417398243997013,17.763225555419922,False
14,18,12.198017698404202,5.524461701999826,17.767325401306152,True
15,6,8.69824039729718,5.444159332000709,17.76217269897461,False
16,9,7.8903207553235735,5.454988477998995,17.766448974609375,False
17,13,11.469858242005339,5.513468681001541,17.76806354522705,True
18,19,8.18905460187192,5.4568577489990275,17.764984130859375,True
19,18,13.298715891782374,5.581110170001921,17.764066696166992,True
